Hotel_Name,Location,Price,Rating,Score,Total_Review,Link
Hotel O King Devish Hotel,Indore," 1,786",NaN,NaN,NaN,https://www.booking.com/hotel/in/o-king-devish.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2097803&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=27a318c1ceea0ef6&srepoch=1744169476&all_sr_blocks=1392697901_411224658_2_0_0&highlighted_blocks=1392697901_411224658_2_0_0&matching_block_id=1392697901_411224658_2_0_0&sr_pri_blocks=1392697901_411224658_2_0_0__178571&from=searchresults
Hotel O Riddhi Siddhi,Indore, 909,Review score ,4.8,42 reviews,https://www.booking.com/hotel/in/oyo-11929-ridhi-sidhi-indore.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2097803&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=27a318c1ceea0ef6&srepoch=1744169476&all_sr_blocks=715733302_375711072_2_0_0&highlighted_blocks=715733302_375711072_2_0_0&matching_block_id=715733302_375711072_2_0_0&sr_pri_blocks=715733302_375711072_2_0_0__90889&from=searchresults
Collection O Ring Road Near Vijay Nagar Square,Indore," 1,045",NaN,NaN,NaN,https://www.booking.com/hotel/in/collection-o-ring-road-near-vijay-nagar-square.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2097803&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=27a318c1ceea0ef6&srepoch=1744169476&all_sr_blocks=1381846201_410261690_2_0_0&highlighted_blocks=1381846201_410261690_2_0_0&matching_block_id=1381846201_410261690_2_0_0&sr_pri_blocks=1381846201_410261690_2_0_0__104459&from=searchresults
"Hotel President, Pure Veg",Indore," 3,599",Review score ,6.9,145 reviews,https://www.booking.com/hotel/in/president-indore1.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2097803&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=27a318c1ceea0ef6&srepoch=1744169476&all_sr_blocks=126819401_335680441_2_2_0&highlighted_blocks=126819401_335680441_2_2_0&matching_block_id=126819401_335680441_2_2_0&sr_pri_blocks=126819401_335680441_2_2_0__359910&from=searchresults
Hotel Vrindavan Palace,Indore," 2,300",Good ,7.4,289 reviews,https://www.booking.com/hotel/in/vrindavan-palace-chhawani-indore-madhya.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2097803&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=27a318c1ceea0ef6&srepoch=1744169476&all_sr_blocks=767352101_409839221_2_42_0&highlighted_blocks=767352101_409839221_2_42_0&matching_block_id=767352101_409839221_2_42_0&sr_pri_blocks=767352101_409839221_2_42_0__230000&from=searchresults
The Park Indore,Indore," 9,500",Superb ,9.0,309 reviews,https://www.booking.com/hotel/in/the-park-indore.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2097803&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=27a318c1ceea0ef6&srepoch=1744169476&all_sr_blocks=788278804_369342512_2_2_0&highlighted_blocks=788278804_369342512_2_2_0&matching_block_id=788278804_369342512_2_2_0&sr_pri_blocks=788278804_369342512_2_2_0__950000&from=searchresults
FabHotel Day2Day,Indore," 1,545",Fabulous ,8.6,460 reviews,https://www.booking.com/hotel/in/capital-o-64793-day2day.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2097803&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=27a318c1ceea0ef6&srepoch=1744169476&all_sr_blocks=594320903_410205412_2_2_0_879944&highlighted_blocks=594320903_410205412_2_2_0_879944&matching_block_id=594320903_410205412_2_2_0_879944&sr_pri_blocks=594320903_410205412_2_2_0_879944_154510&from=searchresults
Townhouse South Tukoganj,Indore," 1,239",Review score ,5.8,55 reviews,https://www.booking.com/hotel/in/lordsinn.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2097803&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=27a318c1ceea0ef6&srepoch=1744169476&all_sr_blocks=201148103_340054584_2_0_0&highlighted_blocks=201148103_340054584_2_0_0&matching_block_id=201148103_340054584_2_0_0&sr_pri_blocks=201148103_340054584_2_0_0__123857&from=searchresults
FabHotel Mumbai Corporate rooms JB Nagar Nr Airport,"Western Suburbs, Mumbai"," 3,491",Good ,7.4,17 reviews,https://www.booking.com/hotel/in/mumbai-corporate-apartments-jb-nagar-near-airport.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=229b18e7a216014f&srepoch=1744169552&all_sr_blocks=1334322303_410204368_0_0_0&highlighted_blocks=1334322303_410204368_0_0_0&matching_block_id=1334322303_410204368_0_0_0&sr_pri_blocks=1334322303_410204368_0_0_0__349144&from=searchresults
Ginger Mumbai Airport,"Western Suburbs, Mumbai"," 5,999",Good ,7.3,"1,137 reviews",https://www.booking.com/hotel/in/ginger-mumbai-airport.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=229b18e7a216014f&srepoch=1744169552&all_sr_blocks=1050137901_379553651_0_42_0&highlighted_blocks=1050137901_379553651_0_42_0&matching_block_id=1050137901_379553651_0_42_0&sr_pri_blocks=1050137901_379553651_0_42_0__599900&from=searchresults
Ginger Mumbai Andheri (MIDC),"Western Suburbs, Mumbai"," 3,999",Good ,7.3,515 reviews,https://www.booking.com/hotel/in/ginger-mumbai-andheri.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=229b18e7a216014f&srepoch=1744169552&all_sr_blocks=40456401_403900064_0_42_0_375764&highlighted_blocks=40456401_403900064_0_42_0_375764&matching_block_id=40456401_403900064_0_42_0_375764&sr_pri_blocks=40456401_403900064_0_42_0_375764_399900&from=searchresults
hotel aadhya inn,"Western Suburbs, Mumbai"," 1,699",NaN,NaN,NaN,https://www.booking.com/hotel/in/hotelaadhyainn.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=229b18e7a216014f&srepoch=1744169552&all_sr_blocks=1391503501_411122181_2_0_0&highlighted_blocks=1391503501_411122181_2_0_0&matching_block_id=1391503501_411122181_2_0_0&sr_pri_blocks=1391503501_411122181_2_0_0__169915&from=searchresults
ibis Mumbai Airport - An Accor Brand,"Western Suburbs, Mumbai"," 7,350",Review score ,6.4,"1,285 reviews",https://www.booking.com/hotel/in/ibis-mumbai.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=229b18e7a216014f&srepoch=1744169552&all_sr_blocks=27389701_95454359_2_42_0&highlighted_blocks=27389701_95454359_2_42_0&matching_block_id=27389701_95454359_2_42_0&sr_pri_blocks=27389701_95454359_2_42_0__735000&from=searchresults
"Ginger Mumbai, Andheri","Western Suburbs, Mumbai"," 5,299",Review score ,6.4,"1,379 reviews",https://www.booking.com/hotel/in/ginger-mumbai-andheri-mumbai.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=229b18e7a216014f&srepoch=1744169552&all_sr_blocks=221456403_403900067_0_42_0_375776&highlighted_blocks=221456403_403900067_0_42_0_375776&matching_block_id=221456403_403900067_0_42_0_375776&sr_pri_blocks=221456403_403900067_0_42_0_375776_529900&from=searchresults
Glitz Hotels Regal International - Nr International Airport Mumbai,"Western Suburbs, Mumbai"," 2,339",NaN,NaN,NaN,https://www.booking.com/hotel/in/glitz-hotels-eagle-international-nr-international-airport-mumbai.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=229b18e7a216014f&srepoch=1744169552&all_sr_blocks=1390319401_411003252_2_2_0&highlighted_blocks=1390319401_411003252_2_2_0&matching_block_id=1390319401_411003252_2_2_0&sr_pri_blocks=1390319401_411003252_2_2_0__233910&from=searchresults
Novotel Mumbai International Airport,"Western Suburbs, Mumbai"," 9,899",Fabulous ,8.6,"1,864 reviews",https://www.booking.com/hotel/in/novotel-mumbai-international-airport.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=229b18e7a216014f&srepoch=1744169552&all_sr_blocks=936061201_365769415_2_42_0&highlighted_blocks=936061201_365769415_2_42_0&matching_block_id=936061201_365769415_2_42_0&sr_pri_blocks=936061201_365769415_2_42_0__989900&from_sustainable_property_sr=1&from=searchresults
"Aurika, Mumbai International Airport","Western Suburbs, Mumbai"," 7,545",Fabulous ,8.6,851 reviews,https://www.booking.com/hotel/in/aurika-mumbai-skycity.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=229b18e7a216014f&srepoch=1744169552&all_sr_blocks=1067986101_408968908_2_0_0&highlighted_blocks=1067986101_408968908_2_0_0&matching_block_id=1067986101_408968908_2_0_0&sr_pri_blocks=1067986101_408968908_2_0_0__754528&from=searchresults
Trident Nariman Point,"South Mumbai, Mumbai"," 14,000",Fabulous ,8.8,"4,573 reviews",https://www.booking.com/hotel/in/trident-nariman-point.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=229b18e7a216014f&srepoch=1744169552&all_sr_blocks=7879403_364831139_2_2_0&highlighted_blocks=7879403_364831139_2_2_0&matching_block_id=7879403_364831139_2_2_0&sr_pri_blocks=7879403_364831139_2_2_0__1400000&from=searchresults
Hotel sharda,"South Mumbai, Mumbai"," 2,520",NaN,NaN,NaN,https://www.booking.com/hotel/in/sharda-mumbai2.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=229b18e7a216014f&srepoch=1744169552&all_sr_blocks=1391150807_411080603_0_2_0&highlighted_blocks=1391150807_411080603_0_2_0&matching_block_id=1391150807_411080603_0_2_0&sr_pri_blocks=1391150807_411080603_0_2_0__252000&from=searchresults
Novotel Mumbai Juhu Beach,"Juhu, Mumbai"," 9,800",Review score ,6.2,"2,147 reviews",https://www.booking.com/hotel/in/novotel-mumbai-juhu-beach.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=229b18e7a216014f&srepoch=1744169552&all_sr_blocks=19160501_246100790_2_34_0&highlighted_blocks=19160501_246100790_2_34_0&matching_block_id=19160501_246100790_2_34_0&sr_pri_blocks=19160501_246100790_2_34_0__980000&from=searchresults
Trident Bandra Kurla,"Bandra, Mumbai"," 13,250",Fabulous ,8.9,"3,556 reviews",https://www.booking.com/hotel/in/the-trident-bandra-kurla.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=229b18e7a216014f&srepoch=1744169552&all_sr_blocks=39920822_409221654_2_42_0&highlighted_blocks=39920822_409221654_2_42_0&matching_block_id=39920822_409221654_2_42_0&sr_pri_blocks=39920822_409221654_2_42_0__1325000&from=searchresults
Hotel Cliff Garden,"Central Suburbs, Mumbai"," 2,800",NaN,NaN,NaN,https://www.booking.com/hotel/in/cliff-garden-mumbai.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=229b18e7a216014f&srepoch=1744169552&all_sr_blocks=1392135502_411175973_2_2_0&highlighted_blocks=1392135502_411175973_2_2_0&matching_block_id=1392135502_411175973_2_2_0&sr_pri_blocks=1392135502_411175973_2_2_0__280000&from=searchresults
Vibes Inn Juhu,"Juhu, Mumbai"," 3,400",Review score ,6.1,68 reviews,https://www.booking.com/hotel/in/vibes-inn-mumbai1.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=229b18e7a216014f&srepoch=1744169552&all_sr_blocks=1324746403_405111183_2_1_0&highlighted_blocks=1324746403_405111183_2_1_0&matching_block_id=1324746403_405111183_2_1_0&sr_pri_blocks=1324746403_405111183_2_1_0__340000&from=searchresults
Theory9 Premium Service Apartments Bandra,"Bandra, Mumbai"," 8,549",Very good ,8.4,518 reviews,https://www.booking.com/hotel/in/theory9-premium-service-apts-bandra-west.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=229b18e7a216014f&srepoch=1744169552&all_sr_blocks=623401301_375589976_2_2_0_376050&highlighted_blocks=623401301_375589976_2_2_0_376050&matching_block_id=623401301_375589976_2_2_0_376050&sr_pri_blocks=623401301_375589976_2_2_0_376050_854905&from=searchresults
Hotel Parle International,"Western Suburbs, Mumbai"," 5,220",Good ,7.7,266 reviews,https://www.booking.com/hotel/in/parle-international-mumbai.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=229b18e7a216014f&srepoch=1744169552&all_sr_blocks=23898705_384105135_2_42_0&highlighted_blocks=23898705_384105135_2_42_0&matching_block_id=23898705_384105135_2_42_0&sr_pri_blocks=23898705_384105135_2_42_0__522000&from=searchresults
Moxy Mumbai Andheri West,"Western Suburbs, Mumbai"," 9,000",Superb ,9.0,147 reviews,https://www.booking.com/hotel/in/moxy-mumbai-andheri-west.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=229b18e7a216014f&srepoch=1744169552&all_sr_blocks=1234957805_409509308_0_40_0&highlighted_blocks=1234957805_409509308_0_40_0&matching_block_id=1234957805_409509308_0_40_0&sr_pri_blocks=1234957805_409509308_0_40_0__900000&from=searchresults
Bandra Stays,"Bandra, Mumbai"," 3,690",Review score ,6.6,8 reviews,https://www.booking.com/hotel/in/bandra-stays.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=229b18e7a216014f&srepoch=1744169552&all_sr_blocks=1322922101_404963042_2_0_0&highlighted_blocks=1322922101_404963042_2_0_0&matching_block_id=1322922101_404963042_2_0_0&sr_pri_blocks=1322922101_404963042_2_0_0__369000&from=searchresults
City Guest House - Dadar,"Dadar, Mumbai"," 2,599",Review score ,6.1,203 reviews,https://www.booking.com/hotel/in/city-guest-house.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=229b18e7a216014f&srepoch=1744169552&all_sr_blocks=148518910_96050447_0_2_0&highlighted_blocks=148518910_96050447_0_2_0&matching_block_id=148518910_96050447_0_2_0&sr_pri_blocks=148518910_96050447_0_2_0__259900&from=searchresults
Esquire Hotel Near BKC Mumbai,"Central Suburbs, Mumbai"," 3,920",Review score ,6.4,70 reviews,https://www.booking.com/hotel/in/esquire-near-bkc-mumbai.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=229b18e7a216014f&srepoch=1744169552&all_sr_blocks=1273952801_405481415_0_42_0&highlighted_blocks=1273952801_405481415_0_42_0&matching_block_id=1273952801_405481415_0_42_0&sr_pri_blocks=1273952801_405481415_0_42_0__392000&from=searchresults
Stay Retreats - Hotel Premier,"Western Suburbs, Mumbai"," 3,549",NaN,NaN,NaN,https://www.booking.com/hotel/in/stay-retreats-premier.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=229b18e7a216014f&srepoch=1744169552&all_sr_blocks=1392043601_411167983_2_2_0&highlighted_blocks=1392043601_411167983_2_2_0&matching_block_id=1392043601_411167983_2_2_0&sr_pri_blocks=1392043601_411167983_2_2_0__354900&from=searchresults
Apex Hotel,"Western Suburbs, Mumbai"," 1,319",Review score ,3.4,191 reviews,https://www.booking.com/hotel/in/apex-mumbai.en-gb.html?label=en-in-booking-desktop-SoQWfYhAMBURf0HSQntj1AS652796016141%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9303999%3Ali%3Adec%3Adm&aid=2311236&ucfs=1&arphpl=1&checkin=2025-04-14&checkout=2025-04-15&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=229b18e7a216014f&srepoch=1744169552&all_sr_blocks=1004632002_373224638_2_2_0&highlighted_blocks=1004632002_373224638_2_2_0&matching_block_id=1004632002_373224638_2_2_0&sr_pri_blocks=1004632002_373224638_2_2_0__131945&from=searchresults
